year,district,candidate,candidate_norm,candidate_key,document_count,has_pdf,form_type_detected,filed_as,office_sought,ballot_name,race_ethnicity_self_reported,tribe_native_corporation_self_reported,education_background,candidate_committee,filing_method,parse_method,is_non_candidate_row,name_candidate_filings,match_method_candidate_filings,has_candidate_filings,name_report2025,match_method_report2025,has_report2025,name_portland_contributions,match_method_portland_contributions,has_portland_contributions,name_orestar,match_method_orestar,has_orestar,filing_status,filing_date,campaign_website,occupation,occupational_background,prior_govt_experience,public_funding_program,needs_manual_review,source_count,expected_source_count,all_expected_sources,coverage_status
2024,3,Steve Novick,steve novick,2024|3|steve novick,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Steve Novick Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""University of Oregon"", ""last_grade_completed"": ""16th"", ""credential"": ""B.A., Honors College"", ""course_of_study"": ""History""}, {""school"": ""Harvard Law School"", ""last_grade_completed"": ""19th"", ""credential"": ""J.D."", ""course_of_study"": ""Law""}]",I have reviewed the above State campaign finance,,text_layer,False,Steve Novick,canonical_source,True,Steve Novick,exact_normalized_name,True,Steve Novick,exact_normalized_name,True,Novick,unique_token_containment,True,Qualified,"August 19, 2024",novickforportland.com,"Special Assistant Attorney General, Oregon Department of Justice","Portland City Commissioner; environmental lawyer, public policy researcher, non-profit director","Portland City Commissioner; Trial Attorney, U.S. Department of Justice, Environmental Enforcement Section",I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,3,Terry Parker,terry parker,2024|3|terry parker,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Terry Parker,canonical_source,True,Terry Parker,exact_normalized_name,True,,,False,,,False,Qualified,"June 6, 2024",,,,,,True,2,4,False,candidate_filings+report2025
2024,3,Theo Hathaway Saner,theo hathaway saner,2024|3|theo hathaway saner,1,True,candidate_filing_application,Original,Councilor District 3 (2-Year Term),Theo Hathaway Saner Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""Baccalaureate"", ""credential"": ""Degree"", ""course_of_study"": ""Community Development Major, Property Development""}]",I have reviewed the above State campaign finance,,text_layer,False,Theo Hathaway Saner,canonical_source,True,Theo Hathaway Saner,exact_normalized_name,True,Theo Hathaway Saner,exact_normalized_name,True,Hathaway,unique_token_containment,True,Qualified,"June 5, 2024",theohathawaysaner.com,"Property Management & Resident Services Manager, Portland Community Reinvestment Initiates. Board Member, WeShine Initiatives (Micro-Village Program) Volunteer, Columbia Lions Club","Property Inspector, Legacy Property Management Appraiser, Porch Light Appraisal Service Industry Worker, too many to name",na,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,3,Tiffany Koyama Lane,tiffany koyama lane,2024|3|tiffany koyama lane,2,True,candidate_filing_application,Amendment,Councilor District 3 (2-Year Term),Tiffany Koyama Lane Page 2: Candidate Information,Asian or Asian American | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""University of Oregon"", ""last_grade_completed"": ""Master's Degree"", ""credential"": ""M.Ed"", ""course_of_study"": ""Elementary Education with ESOL Endorsement""}, {""school"": ""University of Oregon"", ""last_grade_completed"": ""Bachelor's Degree"", ""credential"": ""B.A."", ""course_of_study"": ""Spanish and Educational Studies (Honors, Magna Cum""}]",I have reviewed the above State campaign finance,,text_layer,False,Tiffany Koyama Lane,canonical_source,True,Tiffany Koyama Lane,exact_normalized_name,True,Tiffany Koyama Lane,exact_normalized_name,True,Koyama,unique_token_containment,True,Qualified,"July 2, 2024",www.teachertiffanyforthepeople.com,"Teacher, Portland Public Schools","Teacher, Portland Public Schools, 2012-present Teacher, New York Public Schools, 2009-2012",,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Andra Vltavín,andra vltavin,2024|4|andra vltavin,3,True,candidate_filing_application,Amendment,Councilor District 4 (2-Year Term),Andra Vltavín Page 2: Candidate Information,"Not Listed (please specify): | Czech, Danish, French, British",,"[{""school"": ""University of Utah"", ""last_grade_completed"": ""Bachelor's"", ""credential"": ""Bachelor's Degree"", ""course_of_study"": ""English, psychology, and religious studies""}, {""school"": ""Weber High School"", ""last_grade_completed"": ""12th"", ""credential"": ""High School Diploma"", ""course_of_study"": """"}]",I have reviewed the above State campaign finance,,text_layer,False,Andra Vltavín,canonical_source,True,Andra Vltavin,exact_normalized_name,True,Andra Vltavín,exact_normalized_name,True,,,False,Qualified,"July 31, 2024",andraforpdx.com,"-Co-director of Ethical Yarn Community -Volunteer at 350PDX, Extinction Rebellion PDX, and Portland Mutual Aid Network","-Co-founder and board member of First Matter Press, a press publishing first-time BIPOC and LGBTQ+ authors -Creative reuse specialist at SCRAP PDX -Class action lawsuit documentation proofreader at Epiq",,I have reviewed the above campaign finance,False,3,4,False,candidate_filings+report2025+portland_contributions
2024,4,Ben Hufford,ben hufford,2024|4|ben hufford,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Ben Hufford Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Harvard University"", ""last_grade_completed"": ""20th"", ""credential"": ""MArch"", ""course_of_study"": ""Architecture""}, {""school"": ""Carleton College"", ""last_grade_completed"": ""16th"", ""credential"": ""BA"", ""course_of_study"": ""Fine Art""}, {""school"": ""Columbia University"", ""last_grade_completed"": ""15th"", ""credential"": """", ""course_of_study"": ""Architecture""}, {""school"": ""Birmingham Seaholm High School"", ""last_grade_completed"": ""12th"", ""credential"": ""Diploma"", ""course_of_study"": """"}]",I have reviewed the above State campaign finance,,text_layer,False,Ben Hufford,canonical_source,True,Ben Hufford,exact_normalized_name,True,Ben Hufford,exact_normalized_name,True,Hufford,unique_token_containment,True,Qualified,"June 11, 2024",ben4portland.com,"Architect and Owner, Design Department Architecture, Jan 2008 - Present","Architect, YGH, 2000-2005 Architect, ZGF Architects, 1996-1999",,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Bob Callahan,bob callahan,2024|4|bob callahan,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Bob Callahan Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Jesuit High School / Portland"", ""last_grade_completed"": ""12"", ""credential"": ""Diploma"", ""course_of_study"": ""General""}, {""school"": ""University of Oregon / Eugene"", ""last_grade_completed"": ""16"", ""credential"": ""B.S. Human Communication"", ""course_of_study"": ""Speech Sciences""}, {""school"": ""Portland State University / Portland"", ""last_grade_completed"": ""19"", ""credential"": ""post graduate"", ""course_of_study"": ""Urban Planning / Land Use Law""}, {""school"": ""Northwestern School of Law / Lewis & Clark College /"", ""last_grade_completed"": ""20"", ""credential"": ""Juris Doctor"", ""course_of_study"": ""Legal Arts""}]",I have reviewed the above State campaign finance,,text_layer,False,Bob Callahan,canonical_source,True,Bob Callahan,exact_normalized_name,True,,,False,Callahan,unique_token_containment,True,Qualified,"August 19, 2024",electbobcallahan.com,councilor and attorney at law,Attorney at Law in Portland since 1988.,,I have reviewed the above campaign finance,False,3,4,False,candidate_filings+report2025+orestar
2024,4,Bob Weinstein,bob weinstein,2024|4|bob weinstein,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Bob Weinstein,canonical_source,True,Bob Weinstein,exact_normalized_name,True,Bob Weinstein,exact_normalized_name,True,Weinstein,unique_token_containment,True,Qualified,"June 5, 2024",,,,,,True,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Brandon Farley,brandon farley,2024|4|brandon farley,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Brandon Farley Page 2: Candidate Information,White | 3 / 8,,"[{""school"": ""Osceola County Learning Center"", ""last_grade_completed"": ""9th"", ""credential"": ""GED"", ""course_of_study"": """"}]",I have reviewed the above State campaign finance,,text_layer,False,Brandon Farley,canonical_source,True,Brandon Farley,exact_normalized_name,True,,,False,,,False,Qualified,"June 17, 2024",,Not Employed,,,I have reviewed the above campaign finance,False,2,4,False,candidate_filings+report2025
2024,4,Chad Lykins,chad lykins,2024|4|chad lykins,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Chad Lykins Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Vanderbilt University"", ""last_grade_completed"": """", ""credential"": ""PhD"", ""course_of_study"": ""Leadership and Policy Studies""}, {""school"": ""College of Charleston"", ""last_grade_completed"": """", ""credential"": ""Bachelor's"", ""course_of_study"": ""Philosophy""}]",I have reviewed the above State campaign finance,,text_layer,False,Chad Lykins,canonical_source,True,Chad Lykins,exact_normalized_name,True,Chad Lykins,exact_normalized_name,True,Lykins,unique_token_containment,True,Qualified,"July 3, 2024",lykinsforportland.com,"Founder, Rose City chess","Assistant Professor, University of Hong Kong; Small Business Owner; Policy Researcher",Democratic Precinct Committeeperson,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Chloe Mason,chloe mason,2024|4|chloe mason,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Chloe Mason Page 2: Candidate Information,Black or African American | White,,"[{""school"": ""Olympic College"", ""last_grade_completed"": ""N/A"", ""credential"": ""GED"", ""course_of_study"": """"}, {""school"": ""Portland Communtiy College"", ""last_grade_completed"": ""Freshman"", ""credential"": ""Transfer"", ""course_of_study"": """"}]",I have reviewed the above State campaign finance,,text_layer,False,Chloe Mason,canonical_source,True,Chloe Mason,exact_normalized_name,True,,,False,Mason,unique_token_containment,True,Qualified,"August 27, 2024",www.chloemasonforpdx.com,"Fitness Model, Author","Business Management, Marketing",Portland Police Bureau Equity Advisory Counsel,I have reviewed the above campaign finance,False,3,4,False,candidate_filings+report2025+orestar
2024,4,Chris Henry,chris henry,2024|4|chris henry,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),"""Chris Henry"" Page 2: Candidate Information",White | Not Listed (please specify):,,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""(I must only complete the math requirement)"", ""credential"": ""Currently In Progress (Expect to complete math by"", ""course_of_study"": ""BS in Communication w/ a Minor in Civic Leadership""}, {""school"": ""Portland Community College"", ""last_grade_completed"": ""Currently attending to complete math requirement for"", ""credential"": ""Currently In Progress (Expect to complete math by"", ""course_of_study"": ""AS Transfer Degree Requirement w/ Math Requirement""}]",I have reviewed the above State campaign finance,,text_layer,False,Chris Henry,canonical_source,True,Chris Henry,exact_normalized_name,True,Chris Henry,exact_normalized_name,True,Henry,unique_token_containment,True,Qualified,"July 1, 2024",www.chrishenry.org,"Not Employed / ""Semi""-retired (trying not to drive semi trucks any more)","Teamster Truck Driver YELLOW FREIGHT 6845 N CUTTER CIRCLE PORTLAND, OR 97219 (Yellow closed their doors and filed bankruptcy after 100 years, laying off 30,000 employees. I had 20 years of service.","None, as yet",I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Ciatta R Thompson,ciatta r thompson,2024|4|ciatta r thompson,2,True,candidate_filing_application,Amendment,Councilor District 4 (2-Year Term),Ciatta R. Thompson Page 2: Candidate Information,Black or African American | 3 / 8,,"[{""school"": ""Florida Atlantic University"", ""last_grade_completed"": ""none"", ""credential"": ""none"", ""course_of_study"": ""Urban Planning""}, {""school"": ""Johnson and Wales University"", ""last_grade_completed"": ""none"", ""credential"": ""none"", ""course_of_study"": ""Sports Management""}, {""school"": ""Webster University"", ""last_grade_completed"": ""none"", ""credential"": ""none"", ""course_of_study"": ""Film Studies""}, {""school"": ""University of Missouri-St. Louis"", ""last_grade_completed"": ""none"", ""credential"": ""none"", ""course_of_study"": ""Communications""}]",I have reviewed the above State campaign finance,,text_layer,False,Ciatta R Thompson,canonical_source,True,Ciatta R Thompson,exact_normalized_name,True,,,False,Thompson,unique_token_containment,True,Qualified,"July 11, 2024",,Front Office Manager paid,Travel and Hotel Hospitality paid,Community Affairs Advisory Board appointed,I have reviewed the above campaign finance,False,3,4,False,candidate_filings+report2025+orestar
2024,4,Eli Arnold,eli arnold,2024|4|eli arnold,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Eli Arnold Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Portland State University"", ""last_grade_completed"": """", ""credential"": ""BS"", ""course_of_study"": ""Science""}, {""school"": ""US Army Military Intelligence Center"", ""last_grade_completed"": """", ""credential"": ""Human Intelligence Collector"", ""course_of_study"": """"}, {""school"": ""US Army Aviation Center"", ""last_grade_completed"": """", ""credential"": ""Blackhawk Helicopter Pilot"", ""course_of_study"": """"}]",I have reviewed the above State campaign finance,,text_layer,False,Eli Arnold,canonical_source,True,Eli Arnold,exact_normalized_name,True,Eli Arnold,exact_normalized_name,True,Arnold,unique_token_containment,True,Qualified,"June 10, 2024",www.eliforportland.com,Police Officer,"Human Intelligence Analysis Cell Team Leader, US Army Blackhawk Pilot, Daffin Heights Community Garden founder",,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Eric Zimmerman,eric zimmerman,2024|4|eric zimmerman,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Eric Zimmerman Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""University of Portland"", ""last_grade_completed"": """", ""credential"": ""MBA"", ""course_of_study"": ""Non-Profit Business Administration""}, {""school"": ""University of Portland"", ""last_grade_completed"": """", ""credential"": ""BS"", ""course_of_study"": ""Organizational Communication""}, {""school"": ""Clackamas High School"", ""last_grade_completed"": ""12"", ""credential"": ""Diploma"", ""course_of_study"": ""General""}]",I have reviewed the above State campaign finance,,text_layer,False,Eric Zimmerman,canonical_source,True,Eric Zimmerman,exact_normalized_name,True,Eric Zimmerman,exact_normalized_name,True,Zimmerman,unique_token_containment,True,Qualified,"July 10, 2024",www.ez4pdx.com,"Chief of Staff, Multnomah County Commissioner Julia Brim-Edwards","Senior Advisor for the Central City, Portland Mayor; Deputy Chief, Office of Defense Cooperation, U.S. Embassy Dhaka; Operations Officer, NATO Kosovo; Deputy City Manager, City of Medford; Assistant City Manager, City of Tigard; Chief of Staff, Multnomah County Commissioner Diane McKeel","Chief of Staff, Multnomah County District 3; Senior Advisor, Portland Mayor's Officer; Deputy City Manager, City of Medford; Assistant City Manager, City of Tigard; Chief of Staff, Multnomah County District 4; Board Member, Multnomah County Veterans Task Force; 17 years as a Commissioned officer in the U.S. Army and Oregon Army National Guard with assignments in Iraq, Kosovo, and Bangladesh.",I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,James Bryan,james bryan,2024|4|james bryan,2,True,unrecognized_or_scanned,,,,,,,,,text_layer,False,James Bryan,canonical_source,True,,,False,,,False,,,False,Candidacy Withdrawn,"August 26, 2024",,,,,,True,1,4,False,candidate_filings
2024,4,Jeremy Beausoleil Smith,jeremy beausoleil smith,2024|4|jeremy beausoleil smith,2,True,unrecognized_or_scanned,,,,,,,,,text_layer,False,Jeremy Beausoleil Smith,canonical_source,True,,,False,,,False,Smith,unique_token_containment,True,Candidacy Withdrawn,"June 5, 2024",,,,,,True,2,4,False,candidate_filings+orestar
2024,4,John J Goldsmith,john j goldsmith,2024|4|john j goldsmith,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,John J Goldsmith,canonical_source,True,John J Goldsmith,exact_normalized_name,True,,,False,,,False,Qualified,"July 29, 2024",,,,,,True,2,4,False,candidate_filings+report2025
2024,4,John Toran,john toran,2024|4|john toran,2,True,unrecognized_or_scanned,,,,,,,,,text_layer,False,John Toran,canonical_source,True,John Toran,exact_normalized_name,True,John Toran,exact_normalized_name,True,Toran,unique_token_containment,True,Qualified,"August 27, 2024",,,,,,True,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Joseph (Joe) Alfone,joseph joe alfone,2024|4|joseph joe alfone,2,True,candidate_filing_application,Amendment,Councilor District 4 (2-Year Term),JOSEPH (JOE) ALFONE Page 2: Candidate Information,"Hispanic, Latino, Latina, or Latinx | White",,"[{""school"": ""Louisiana State University"", ""last_grade_completed"": ""Bachelor's Degree"", ""credential"": ""Bachelor of General Studies"", ""course_of_study"": ""Political-Science History Sociology""}, {""school"": ""Bridge-Linguatec Denver Colorado"", ""last_grade_completed"": ""ESL Certification"", ""credential"": ""English as a Second Language Certificate"", ""course_of_study"": ""ESL Teacher""}]",I have reviewed the above State campaign finance,,text_layer,False,Joseph (Joe) Alfone,canonical_source,True,Joseph (Joe) Alfone,exact_normalized_name,True,,,False,,,False,Qualified,"August 20, 2024",,Food & Beverage Hourly Wage Attendant Moda Center & Statewide Ballot Access Initiative Canvasser,English as a Second Language (ESL) Teacher for 8 years in People's Republic of China (PRC) and briefly in Russia,1. Elected Junior Class President Riverdale High School New Orleans 2. Candidate Louisiana State University Student Government President 3. Nationwide Ballot Access Canvasser Ralph Nader for President Campaign 4. Candidate Louisiana State Representative District 91 New Orleans 5. Eastern United States National Organizer Ralph Nader for President Campaign,I have reviewed the above campaign finance,False,2,4,False,candidate_filings+report2025
2024,4,Kelly Doyle,kelly doyle,2024|4|kelly doyle,2,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Kelly Doyle,canonical_source,True,Kelly Doyle,exact_normalized_name,True,,,False,,,False,Qualified,"June 27, 2024",,,,,,True,2,4,False,candidate_filings+report2025
2024,4,Kevin Goldsmith,kevin goldsmith,2024|4|kevin goldsmith,1,True,unrecognized_or_scanned,,,,,,,,,text_layer,False,Kevin Goldsmith,canonical_source,True,Kevin Goldsmith,exact_normalized_name,True,,,False,,,False,Qualified,"July 8, 2024",,,,,,True,2,4,False,candidate_filings+report2025
2024,4,L Christopher Regis,l christopher regis,2024|4|l christopher regis,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),L.Christopher Regis Page 2: Candidate Information,Prefer Not to Answer | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Portland State University"", ""last_grade_completed"": ""14"", ""credential"": ""2 year degree in digital music production"", ""course_of_study"": ""music""}]",I have reviewed the above State campaign finance,,text_layer,False,L Christopher Regis,canonical_source,True,L Christopher Regis,exact_normalized_name,True,,,False,,,False,Qualified,"August 27, 2024",,business owner. Green Century Recycling,Business owner in Portland for 20 years,,I have reviewed the above campaign finance,False,2,4,False,candidate_filings+report2025
2024,4,Lee Odell,lee odell,2024|4|lee odell,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Lee Odell Page 2: Candidate Information,Prefer Not to Answer | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""Parkrose"", ""last_grade_completed"": ""12"", ""credential"": ""yes"", ""course_of_study"": ""General""}, {""school"": ""Portland State College"", ""last_grade_completed"": """", ""credential"": ""Bachelor of Science"", ""course_of_study"": ""General Science""}, {""school"": ""Portland State University"", ""last_grade_completed"": """", ""credential"": ""Masters of Science"", ""course_of_study"": ""Audiology""}]",I have reviewed the above State campaign finance,,text_layer,False,Lee Odell,canonical_source,True,Lee Odell,exact_normalized_name,True,,,False,,,False,Qualified,"August 20, 2024",,Retired,"U.S. Navy Submarine Service, Nuclear Power Reactor Operator, Audiologist, Financial CCpmptrtoller in woods products industry, Maner of Financial Offices for private college, Director of Physical Plant for private college, Director of Communication Services for private college.",,I have reviewed the above campaign finance,False,2,4,False,candidate_filings+report2025
2024,4,Lisa Freeman,lisa freeman,2024|4|lisa freeman,1,True,unrecognized_or_scanned,,,,,,,,,ocr_fallback,False,Lisa Freeman,canonical_source,True,Lisa Freeman,exact_normalized_name,True,Lisa Freeman,exact_normalized_name,True,Freeman,unique_token_containment,True,Qualified,"June 13, 2024",,,,,,True,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Michael Trimble,michael trimble,2024|4|michael trimble,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Michael Trimble Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""duquesne university"", ""last_grade_completed"": ""graduated"", ""credential"": ""bachelors"", ""course_of_study"": ""political science""}]",I have reviewed the above State campaign finance,,text_layer,False,Michael Trimble,canonical_source,True,Michael Trimble,exact_normalized_name,True,Michael Trimble,exact_normalized_name,True,trimble,unique_token_containment,True,Qualified,"June 10, 2024",iamwithmichael.com,customer service,customer service healthcare,none,I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Mike DiNapoli,mike dinapoli,2024|4|mike dinapoli,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Mike DiNapoli Page 2: Candidate Information,"American Indian or Alaskan Native (if selected, a text | your Tribe or Native Corporation, if desired)","American Indian or Alaskan Native (if selected, a text","[{""school"": ""Mount Hood Comm. College [MHCC]"", ""last_grade_completed"": ""Graduated"", ""credential"": ""Associate of Science"", ""course_of_study"": ""Media & Broadcasting""}, {""school"": ""Portland State University"", ""last_grade_completed"": ""11 [Junior]"", ""credential"": ""In progress"", ""course_of_study"": ""Communication and Business""}, {""school"": ""Communications of America"", ""last_grade_completed"": ""Apprenticeship"", ""credential"": ""JourneyPerson Data, Switching and DC Power"", ""course_of_study"": ""Telecom, Radio, Broadcast Infrastucture""}, {""school"": ""IBEW Tested and Training"", ""last_grade_completed"": ""Journeyperson"", ""credential"": ""Licensed Low Voltage Electrician"", ""course_of_study"": ""Data and Telecom""}]",I have reviewed the above State campaign finance,,text_layer,False,Mike DiNapoli,canonical_source,True,Mike DiNapoli,exact_normalized_name,True,Mike DiNapoli,exact_normalized_name,True,DiNapoli,unique_token_containment,True,Qualified,"June 5, 2024",www.MikeDiNapoli.org,People's AV | Event Technology Director,"I'm a Utility telecom tradesperson and have worked across the country on our nations telephone, data, radio and television infrastructure systems. I'm also a JourneyLevel low-voltage electrician and service person. In a addition I'm a small business owner and provide technology service support across the region.","Was an appointed Precinct Committee Person for the Washington County Democrats in the early 2000's and was on the Citizen Advisory Board with the City of Hillsboro providing insight and oversight on Conditional Use Permits within the city. Current- I'm an appointed PCP for the Multnomah County Democrats and with the primaries behind us, soon to be an offically elected PCP for Multnomah County.",I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Mitch Green,mitch green,2024|4|mitch green,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Mitch Green Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""University of Missouri - Kansas City"", ""last_grade_completed"": """", ""credential"": ""Ph.D."", ""course_of_study"": ""Economics""}, {""school"": ""University of Missouri - Kansas City"", ""last_grade_completed"": """", ""credential"": ""M.S."", ""course_of_study"": ""Economics""}, {""school"": ""Portland State University"", ""last_grade_completed"": """", ""credential"": ""B.S."", ""course_of_study"": ""Economics""}]",I have reviewed the above State campaign finance,,text_layer,False,Mitch Green,canonical_source,True,Mitch Green,exact_normalized_name,True,Mitchell Green,human_review_match,True,Green,unique_token_containment,True,Qualified,"June 12, 2024",https://mitch4portland.com,"Economist, Bonneville Power Administration (2015 - Present)","Adjunct Economics Professor (occasional 2016 - 2022), Visiting Economics Instructor Franklin & Marshall College, Intern Bonneville Power Admin (2013-2014), Graduate Teaching Assistant University of Missouri - Kansas City (2010-2013), Analyst, Army Corps of Engineers (2008 - 2010), IT tech, Advantis Credit Union (2007 - 2008), Civil Affairs NCO, US Army (2001 - 2007)","NA. I am GS Federal employee, but this not an appointed position.",I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Moses Ross,moses ross,2024|4|moses ross,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Moses Ross Page 2: Candidate Information,"Hispanic, Latino, Latina, or Latinx | White",,"[{""school"": ""Evanston High School, Evanston, Wyoming"", ""last_grade_completed"": ""12"", ""credential"": ""Diploma"", ""course_of_study"": """"}]",I have reviewed the above State campaign finance,,text_layer,False,Moses Ross,canonical_source,True,Moses Ross,exact_normalized_name,True,Moses Ross,exact_normalized_name,True,Ross,unique_token_containment,True,Qualified,"June 7, 2024",www.moses4pdx.com,"2002-Present: Political Consultant, M. J. Ross Group, Inc., Portland, OR","1990-1995: Publisher, In Balance Magazine, Portland, OR","2010-2014, 2020-Present: President, Multnomah Neighborhood Association, Portland, OR 2018-2023: Member, Multnomah County Community Budget Advisory Committee (CBAC) 2015: Member, Multnomah County Charter Review Committee",I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Olivia Clark,olivia clark,2024|4|olivia clark,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Olivia Clark Page 2: Candidate Information,White | Page 9: Candidate Information: Demographic Information,,"[{""school"": ""University of Oregon"", ""last_grade_completed"": ""Graduate School"", ""credential"": ""Master’s Degree"", ""course_of_study"": ""Sociology""}, {""school"": ""University of Redlands"", ""last_grade_completed"": ""College graduate"", ""credential"": ""BA"", ""course_of_study"": ""Sociology""}, {""school"": ""Redlands High School"", ""last_grade_completed"": ""12th"", ""credential"": ""High School"", ""course_of_study"": """"}]",I have reviewed the above State campaign finance,,text_layer,False,Olivia Clark,canonical_source,True,Olivia Clark,exact_normalized_name,True,Olivia Clark,exact_normalized_name,True,Clark,unique_token_containment,True,Qualified,"June 5, 2024",OliviaforPortland.com,Not Employed,Intergovernmental & Legislative Affairs Director,"Governor John A.Kitzhaber, Intergovernmental Affairs Director Mayor’s office City of Salem, Legislative Director TriMet, Executive Director of Public Affars Oregon Department of Environmental Quality, Legislative Director",I have reviewed the above campaign finance,False,4,4,True,candidate_filings+report2025+portland_contributions+orestar
2024,4,Patrick Cashman,patrick cashman,2024|4|patrick cashman,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Patrick Cashman Page 2: Candidate Information,Not Listed (please specify): | Apache Helicopter,,"[{""school"": ""Marine Corps Command and Staff College"", ""last_grade_completed"": ""Masters Degree"", ""credential"": ""MA"", ""course_of_study"": ""Military Studies""}, {""school"": ""University of Washington"", ""last_grade_completed"": ""Bachelors Degree"", ""credential"": ""BA"", ""course_of_study"": ""History""}]",I have reviewed the above State campaign finance,,text_layer,False,Patrick Cashman,canonical_source,True,Patrick Cashman,exact_normalized_name,True,,,False,,,False,Qualified,"June 11, 2024",,"Project Manager, Certified PMP","23 years in the US Marine Corps as an 0302, Infantry Officer","23 years in the US Marine Corps as an 0302, Infantry Officer",I have reviewed the above campaign finance,False,2,4,False,candidate_filings+report2025
2024,4,Raquel Coyote,raquel coyote,2024|4|raquel coyote,1,True,candidate_filing_application,Original,Councilor District 4 (2-Year Term),Raquel Coyote Page 2: Candidate Information,"Hispanic, Latino, Latina, or Latinx | White",,"[{""school"": ""PSU"", ""last_grade_completed"": ""Bachelor of Science"", ""credential"": ""B. S."", ""course_of_study"": ""Architecture""}, {""school"": ""California College of Arts & PSU"", ""last_grade_completed"": ""Bachelor of Science"", ""credential"": ""B.S."", ""course_of_study"": ""Fine Art (s) Double Degree Painting & Printmaking""}]",I have reviewed the above State campaign finance,,text_layer,False,Raquel Coyote,canonical_source,True,Raquel Coyote,exact_normalized_name,True,,,False,,,False,Qualified,"August 23, 2024",,Small Business Owner,"Architect, Project Manager Designer Parent",,I have reviewed the above campaign finance,False,2,4,False,candidate_filings+report2025
