year,district,candidate,candidate_key,filing_status,filing_date,form_type_detected,filed_as,office_sought,ballot_name,campaign_website,race_ethnicity_self_reported,tribe_native_corporation_self_reported,occupation,occupational_background,prior_govt_experience,education_background,public_funding_program,candidate_committee,filing_method,parse_method,needs_manual_review
2024,4,Mike DiNapoli,2024|4|mike dinapoli,Qualified,"June 5, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Mike DiNapoli Page 2: Candidate Information,www.MikeDiNapoli.org,"American Indian or Alaskan Native (if selected, a text | your Tribe or Native Corporation, if desired)","American Indian or Alaskan Native (if selected, a text",People's AV | Event Technology Director,"I'm a Utility telecom tradesperson and have worked across the country on our nations telephone, data, radio and television infrastructure systems. I'm also a JourneyLevel low-voltage electrician and service person. In a addition I'm a small business owner and provide technology service support across the region.","Was an appointed Precinct Committee Person for the Washington County Democrats in the early 2000's and was on the Citizen Advisory Board with the City of Hillsboro providing insight and oversight on Conditional Use Permits within the city. Current- I'm an appointed PCP for the Multnomah County Democrats and with the primaries behind us, soon to be an offically elected PCP for Multnomah County.","[{""school"": ""Mount Hood Comm. College [MHCC]"", ""last_grade_completed"": ""Graduated"", ""credential"": ""Associate of Science"", ""course_of_study"": ""Media & Broadcasting""}, {""school"": ""Portland State University"", ""last_grade_completed"": ""11 [Junior]"", ""credential"": ""In progress"", ""course_of_study"": ""Communication and Business""}, {""school"": ""Communications of America"", ""last_grade_completed"": ""Apprenticeship"", ""credential"": ""JourneyPerson Data, Switching and DC Power"", ""course_of_study"": ""Telecom, Radio, Broadcast Infrastucture""}, {""school"": ""IBEW Tested and Training"", ""last_grade_completed"": ""Journeyperson"", ""credential"": ""Licensed Low Voltage Electrician"", ""course_of_study"": ""Data and Telecom""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Mitch Green,2024|4|mitch green,Qualified,"June 12, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Mitch Green Page 2: Candidate Information,https://mitch4portland.com,White | Page 9: Candidate Information: Demographic Information,,"Economist, Bonneville Power Administration (2015 - Present)","Adjunct Economics Professor (occasional 2016 - 2022), Visiting Economics Instructor Franklin & Marshall College, Intern Bonneville Power Admin (2013-2014), Graduate Teaching Assistant University of Missouri - Kansas City (2010-2013), Analyst, Army Corps of Engineers (2008 - 2010), IT tech, Advantis Credit Union (2007 - 2008), Civil Affairs NCO, US Army (2001 - 2007)","NA. I am GS Federal employee, but this not an appointed position.","[{""school"": ""University of Missouri - Kansas City"", ""last_grade_completed"": """", ""credential"": ""Ph.D."", ""course_of_study"": ""Economics""}, {""school"": ""University of Missouri - Kansas City"", ""last_grade_completed"": """", ""credential"": ""M.S."", ""course_of_study"": ""Economics""}, {""school"": ""Portland State University"", ""last_grade_completed"": """", ""credential"": ""B.S."", ""course_of_study"": ""Economics""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Moses Ross,2024|4|moses ross,Qualified,"June 7, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Moses Ross Page 2: Candidate Information,www.moses4pdx.com,"Hispanic, Latino, Latina, or Latinx | White",,"2002-Present: Political Consultant, M. J. Ross Group, Inc., Portland, OR","1990-1995: Publisher, In Balance Magazine, Portland, OR","2010-2014, 2020-Present: President, Multnomah Neighborhood Association, Portland, OR 2018-2023: Member, Multnomah County Community Budget Advisory Committee (CBAC) 2015: Member, Multnomah County Charter Review Committee","[{""school"": ""Evanston High School, Evanston, Wyoming"", ""last_grade_completed"": ""12"", ""credential"": ""Diploma"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Olivia Clark,2024|4|olivia clark,Qualified,"June 5, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Olivia Clark Page 2: Candidate Information,OliviaforPortland.com,White | Page 9: Candidate Information: Demographic Information,,Not Employed,Intergovernmental & Legislative Affairs Director,"Governor John A.Kitzhaber, Intergovernmental Affairs Director Mayor’s office City of Salem, Legislative Director TriMet, Executive Director of Public Affars Oregon Department of Environmental Quality, Legislative Director","[{""school"": ""University of Oregon"", ""last_grade_completed"": ""Graduate School"", ""credential"": ""Master’s Degree"", ""course_of_study"": ""Sociology""}, {""school"": ""University of Redlands"", ""last_grade_completed"": ""College graduate"", ""credential"": ""BA"", ""course_of_study"": ""Sociology""}, {""school"": ""Redlands High School"", ""last_grade_completed"": ""12th"", ""credential"": ""High School"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Patrick Cashman,2024|4|patrick cashman,Qualified,"June 11, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Patrick Cashman Page 2: Candidate Information,,Not Listed (please specify): | Apache Helicopter,,"Project Manager, Certified PMP","23 years in the US Marine Corps as an 0302, Infantry Officer","23 years in the US Marine Corps as an 0302, Infantry Officer","[{""school"": ""Marine Corps Command and Staff College"", ""last_grade_completed"": ""Masters Degree"", ""credential"": ""MA"", ""course_of_study"": ""Military Studies""}, {""school"": ""University of Washington"", ""last_grade_completed"": ""Bachelors Degree"", ""credential"": ""BA"", ""course_of_study"": ""History""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Raquel Coyote,2024|4|raquel coyote,Qualified,"August 23, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Raquel Coyote Page 2: Candidate Information,,"Hispanic, Latino, Latina, or Latinx | White",,Small Business Owner,"Architect, Project Manager Designer Parent",None,"[{""school"": ""PSU"", ""last_grade_completed"": ""Bachelor of Science"", ""credential"": ""B. S."", ""course_of_study"": ""Architecture""}, {""school"": ""California College of Arts & PSU"", ""last_grade_completed"": ""Bachelor of Science"", ""credential"": ""B.S."", ""course_of_study"": ""Fine Art (s) Double Degree Painting & Printmaking""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Sarah Silkie,2024|4|sarah silkie,Qualified,"June 11, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Sarah Silkie Page 2: Candidate Information,www.sarahsilkie.com,White | Page 9: Candidate Information: Demographic Information,,Civil Engineer,Environmental Specialist Community College Instructor,None,"[{""school"": ""University of California - Berkeley"", ""last_grade_completed"": """", ""credential"": ""PhD"", ""course_of_study"": ""Science of Civil & Environmental Engineering""}, {""school"": ""Reed College"", ""last_grade_completed"": """", ""credential"": ""B.A."", ""course_of_study"": ""Linguistics""}, {""school"": ""Ida B Wells (formerly known as Wilson) High School"", ""last_grade_completed"": ""12"", ""credential"": """", ""course_of_study"": """"}, {""school"": ""Portland Community College"", ""last_grade_completed"": """", ""credential"": """", ""course_of_study"": ""Engineering prerequisites""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Stanley Penkin,2024|4|stanley penkin,Qualified,"June 11, 2024",unrecognized_or_scanned,,,,,,,,,,,,,,ocr_fallback,True
2024,4,Thomas Dodson,2024|4|thomas dodson,Candidacy Withdrawn,"July 15, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Thomas Dodson Page 2: Candidate Information,NA,White | Page 9: Candidate Information: Demographic Information,,Not Employed,Physician,National Health Service Corps,"[{""school"": ""Lewis and Clark High School"", ""last_grade_completed"": ""12th"", ""credential"": ""High School Diploma"", ""course_of_study"": ""General Studies""}, {""school"": ""University of Washington"", ""last_grade_completed"": """", ""credential"": ""Bachelor of Science"", ""course_of_study"": ""Molecular and Cellular Biology""}, {""school"": ""New York Medical College"", ""last_grade_completed"": """", ""credential"": ""MD"", ""course_of_study"": ""Medicine""}, {""school"": ""New York Medical College"", ""last_grade_completed"": ""Psychiatry Residency"", ""credential"": ""Graduate in Psychiatry"", ""course_of_study"": ""General Psychiatry""}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Tony Morse,2024|4|tony morse,Qualified,"June 12, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),Tony Morse Page 2: Candidate Information,www.tonyforportland.com,White | Page 9: Candidate Information: Demographic Information,,Not Employed.,"Campaign Manager, Deputy Campaign Manager, Policy and Advocacy Director, Field Organizer, Real Estate Broker, Judicial Law Clerk, and Attorney.",Judicial Law Clerk in the Circuit Court for Multnomah County (Employee of the Oregon Judicial Department).,"[{""school"": ""New England School of Law"", ""last_grade_completed"": ""Third year of law school"", ""credential"": ""Juris Doctor"", ""course_of_study"": ""Law""}, {""school"": ""Western Oregon University"", ""last_grade_completed"": ""Fourth year of college"", ""credential"": ""Bachelor of Science"", ""course_of_study"": ""Economics""}, {""school"": ""Mountain View High School"", ""last_grade_completed"": ""12"", ""credential"": ""High School Diploma"", ""course_of_study"": """"}, {""school"": ""West Linn High School"", ""last_grade_completed"": ""9"", ""credential"": ""N/A"", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
2024,4,Tony Schwartz,2024|4|tony schwartz,Qualified,"August 27, 2024",candidate_filing_application,Original,Councilor District 4 (2-Year Term),(Tony) Schwartz Page 2: Candidate Information,N/A,White | Page 9: Candidate Information: Demographic Information,,Lawyer,Lawyer since 2000,Hearings Officer - Multnomah County Animal Services since 2022,"[{""school"": ""University of Denver Law School"", ""last_grade_completed"": ""19"", ""credential"": ""J.D."", ""course_of_study"": """"}, {""school"": ""University of Colorado at Boulder"", ""last_grade_completed"": ""16"", ""credential"": ""B.A."", ""course_of_study"": """"}]",I have reviewed the above campaign finance,I have reviewed the above State campaign finance,,text_layer,False
